gene_id	gene_name	SRR1576457	SRR1576458	SRR1576459	SRR1576460	SRR1576461	SRR1576462	SRR1576463	SRR1576464	SRR1576465	SRR1576514	SRR1576515	SRR1576516
FBgn0001234	lncRNA:Hsromega	3619	3108.999	4504.001	3678	2998	3560	4704	4362	4161	3707	2787	2930
FBgn0001235	hth	4658	3775	4673	4747	4641	5440.001	5614	5264	4921.999	5046	4249	3475
FBgn0001247	Ide	2178	1554	2156	2074	1939	2294	2178	1759	1823	2457	1932	1796
FBgn0001248	Idh	14463.999	9774.001	13018	15413.001	14187.001	17168	12621.998	10543.001	10107.001	16982	14623.001	10502
FBgn0001250	if	3146	2310	3001	3537.001	3121	3363	3661	2942	2960	3726	3002	2652
FBgn0001253	ImpE1	156	49	74	28	14	57	114	51	62	41	37	24
FBgn0001254	ImpE2	7	3	28	3	1	5	9	3	7	1	8	7
FBgn0001255	ImpE3	19	21	18	17	27	23	29	21	23	43	32	19
FBgn0001256	ImpL1	4	7	5	10	3	12	4	3	10	1	4	5
FBgn0001257	ImpL2	3747	3178	3670	4234	3862.001	4345	3706	3718	3250	6478	5687	5601
FBgn0001258	Ldh	1227.001	1091	1157	1050	1178.001	1289	1174	986.999	1068	1230	1108	1096.999
FBgn0001259	in	50	48	36	44	49	63	40	60	46	57	32	39
FBgn0001263	inaD	1990	1153	1694	2013	1514	1716	2396	1922	1861	1213	780	764
FBgn0001269	inv	168.999	166	221	166	149	151	144	194	161.001	154	124	147
FBgn0001276	ix	155	124	184	159	152	172	214	181	171	147	134	122
FBgn0001280	janA	1341.999	1109	1602	1264.999	1463	1483	1640	1654	1720	1888	1768	1677
FBgn0001281	janB	6325	4466	7798	8749	7702	8586	6999	7826	7565	6796	4637	7314
FBgn0001285	Jon44E	1293	980	1622	733	758	943	1130	1104	1245	940	799	1112
FBgn0001291	Jra	1625	1277	1453	1501	1440	1517	1681	1355	1339	1700	1515	1550
FBgn0001296	kar	799	539	770	993	765	861	920	794	751	963	791	735
FBgn0001297	kay	12065	7870.999	10104	14008.999	11059	10847	12641	8908	8931	13544.001	10993	10115
FBgn0001301	kel	1496	1295	1764	1437	1383	1507	1615	1449	1593	1875	1573	1556
FBgn0001308	Khc	2806	1789	2560	3124	2798	2777	2944	2151	2052	2908	2345	2461
FBgn0001311	kkv	226	127	195	171	158	248	186	154	181	197	154	129
FBgn0001313	kl-2	213	145	245	311	263	375	232	295	266	453	324	303
FBgn0001316	klar	3507	2461	3156	4114	3509	3683.002	3729.999	2797.999	2807.001	3777.002	2949.999	2921.999
FBgn0001319	kn	92	61	78	108	63	88	99	86	62	87	74	67
FBgn0001320	kni	321	240	295	400	343	365	348	326	279	337	324	297
FBgn0001321	knk	66.738	49.377	72.596	95.252	69.225	82.245	70.946	62.54	56.536	85.757	63.996	89.205
FBgn0001323	knrl	330	287	336	439	363	403	411	380	319	363	317	315
FBgn0001324	kto	1618	1259	1678	2030	1947	1825	1511	1389	1303	2042	1709	1755
FBgn0001325	Kr	42	36	56	41	23	42	57	42	47	49	30	51
FBgn0001330	kz	104	92	107	121	115	130	122	117	106	117	82	100
FBgn0001341	Mybbp1A	283	239	329	206	236	258	301	297	289	322	228	215
FBgn0001404	egh	3805.999	3270	3639	4924	4192	4717	4319	3363	3316	4051.999	3607	3639
FBgn0001491	l(1)10Bb	607	537	724	632	747	741	723	672	709	818	690	723
FBgn0001565	Ddx56	1546	1189	1802	1635	1681	1647	1678	1530	1511	1801	1367	1321
FBgn0001612	Grip91	290.299	239.317	322.299	223.937	232	252.164	324.36	306.025	307.108	275.206	220.758	190.417
FBgn0001624	dlg1	6227.001	4589.001	5861.999	7003	5922.999	6234	7149.998	5592	5252.999	6422	4999	5534.001
FBgn0001941	ifc	2412	1659	2194	2828	2662	2935	2683	2008	1969	3003	2724	2083
FBgn0001942	eIF4A	40064	31721	42657	40324.001	39298	43470.001	38887	36017.999	36239	45600.999	40314	38338
FBgn0001961	Arpc1	2641	2036	2893	2876	3033	2878	2567	2189	2253	2843	2494	2753
FBgn0001965	Sos	1275	868	1178	1298	1059	1120	1302	962	997	1036	848	963
FBgn0001967	NimC3	26.134	13.298	17.873	8.351	11.262	15.659	10.18	12.324	17.687	15.497	6.776	13.431
FBgn0001970	Pgant35A	288.129	298.704	362.509	265.147	282.847	334.626	333.18	325.032	299.257	373.386	278.269	250.661
FBgn0001977	CIAPIN1	792.58	696.707	968.589	903.248	797.855	851.963	848.955	937.027	892.22	1083.533	866.125	711.204
FBgn0001978	stc	1872	1518.001	2216	1797.001	1806	1894	1905.999	1835	1850	2004	1566	1650
FBgn0001983	wor	1	2	3	1	2	0	4	0	0	1	1	3
FBgn0001986	Mtr4	643	542	793	638	604	731	687	644	652	749	579	607
FBgn0001987	Gli	1075	706	836	1154	964.999	1081	1083	688.001	717	1217.001	1006	881
FBgn0001989	ND-B17	5143	2690	5190	4132	4371	4868	6118	4882	6020	5342	5607	3301
FBgn0001990	wek	229	158	227	200	205	248	276	171	238	245.999	215.991	185
FBgn0001991	Ca-alpha1D	2586.001	2116.003	2750.023	2465	2210	2231.007	3094.001	2931.001	2700	2660	2003	2164
FBgn0001992	Cyp303a1	61	61.165	91.545	58.298	64.351	59.3	86.903	74.096	67.186	65.098	69.339	46.049
FBgn0001994	crp	1848	1490	1884	1794	1706	1932	2264	1881	1836	1794	1311	1355
FBgn0001995	mRpL4	374	258	398	346	361	353	408	352	375	409	357	259
FBgn0002021	l(2)37Bb	558	442	630	518	521	549	601	652	606	638	493	445
FBgn0002022	Catsup	1660	1115	1577	1929	1625	1816	1543	1277	1307	1773	1396	1555
FBgn0002023	Lim3	440.001	439	454	478.001	358.001	489.999	460.001	423.001	413	449	401.001	423.001
FBgn0002031	Phb1	2736	2511.999	3500.999	2540	2736	3157	2851.001	2893	3054	3522.001	3093	2902
FBgn0002036	CG10561	2752	2135	3202	2516	2955	2863	2743	3036	3071	3708	3150	2366
FBgn0002044	swm	1841	1371	1783	1901.999	1672.999	1858	1991.001	1644	1611	1862	1561	1468
FBgn0002069	AspRS	1418.757	918.174	1358.796	1259.312	1324.179	1242.262	1328.606	1233.367	1276.48	1444.965	962.818	779.233
FBgn0002121	l(2)gl	2403	1383.999	1972	3023	2658	3015.001	2679	1984.999	1828.001	3447.999	2587	2468.999
FBgn0002174	CG5504	3693	2623.999	4262	3449.999	3706	3088	2896	3026.001	3022.999	3771	2928	2542
FBgn0002183	dre4	1210	1015	1391	1276	1266	1323	1185	1059	1082	1316	1002	1117
FBgn0002283	l(3)73Ah	579	555	717	731	613	601	570	484	547	615	513	657
FBgn0002284	Prosbeta6	2188	1679	2600	2200	2360	2383	2315	2728	2489	2803	2335	1911
FBgn0002306	sas	1134	785.001	1070	1251	914	1112.001	1177	902	972.001	1130	971	1122
FBgn0002354	l(3)87Df	167	121	190	189	172	180	194	256	244	226	140	100
FBgn0002413	dco	2082	1619	2212	2059	2120.001	2148.001	2205.001	2218	2055	2147.001	1797	1591
FBgn0002431	hyd	4361	3163	4397	4748	4176	5270	4533	4419	4056	5702	4282	3944
FBgn0002440	l(3)mbn	3.024	3	11	5	7	7.989	2	6	5	13.999	8	6.364
FBgn0002441	l(3)mbt	1279	977.033	1457	1304	1193	1207	1379	1164	1170	1179	977	1012
FBgn0002466	sti	267	250	326	240	292	270	313.92	338.837	346	306	258	270
FBgn0002521	pho	834	684	1017	1025	1173	1179	1130	1151	1137	1342	1189	908
FBgn0002522	lab	147	126	125	153	132	133	162	99	102	145	143	130
FBgn0002524	lace	760	577	674	1144	941	1148	791	670	593	1134	950	754
FBgn0002525	Lam	2169	2013	2467.999	2295	2062	2511	2114	2140	1973	2079	1772	2226
FBgn0002526	LanA	1349	729	1071	1777	1281	1453	1582	1204	1176	1864	1472	1360
FBgn0002531	Lcp1	52.851	46	84	90	62	101.639	87	96	75	143	179.952	153.28
FBgn0002533	Lcp2	4.149	2	21	14	4	16.361	11	14	10	28	75.048	42.72
FBgn0002534	Lcp3	6	5	18	9	8	20	11	9	11	14	64	51
FBgn0002535	Lcp4	40	4	95	58	12	79	64	59	50	87	226	201
FBgn0002542	lds	507	471	733	524	558	613	540	626	621	760.377	586	596
FBgn0002543	robo2	332.15	263.944	354.338	312.653	247.449	322.604	321.108	260.384	251.682	308.017	214.611	207.446
FBgn0002552	lin	677.867	577	686.386	664.45	624.584	709.012	723.993	574.587	577.334	646.936	513.852	560.394
FBgn0002561	l(1)sc	0	0	0	0	0	1	0	0	0	1	0	0
FBgn0002562	Lsp1alpha	25	13	84	37	15	47	33	24	25	21	26	29
FBgn0002563	Lsp1beta	525	312	1381	2895	2362	2287	417	215	250	852	1002	556
FBgn0002564	Lsp1gamma	364	187	930	232	141	233	616	354	333	229	221	149
FBgn0002565	Lsp2	8104.065	6218.625	11101.06	20538.218	13189.394	18299.038	4102.351	1571.537	1708.51	7080.099	5505.717	4748.892
FBgn0002566	lt	777	589.001	845	858.999	983	1049	949	955	894	1318	1003	857
FBgn0002567	Rab32	1951	1195	1829	2042	1627	1817	2335	1832.001	1712	1824.999	1314.001	1255
FBgn0002569	Mal-A2	2082	1102	1414	2672	2786	2895	1733	987	1021	2622	2084	1494
FBgn0002570	Mal-A1	51617	24328	31014	65567	61237	68647	40449	16374	18942	59156	49164	44191
FBgn0002571	Mal-A3	1859	1278	1808	2699	3094	3175	1842	1339	1613	3090	2797	2378
FBgn0002573	sens	85	77	98	77	72	69	76	90	87	80	77	59
FBgn0002576	lz	37	24	25	48	37	44	50	44	33	51	34	28
FBgn0002577	m	30	16	23	27	27	28	16	19	18	22	25	26
FBgn0002578	Kaz-m1	540	304	403	475	487	518	652	426	454	658	611	441
FBgn0002579	RpL36	10688	7058	10558	17092	16786.999	17470.999	10284	10909.001	11470.999	14100	11060	13641
FBgn0002590	RpS5a	12095.999	9592	15223	10987	15365.999	15079	13390.999	12663	13505	17815	13628.999	9294
FBgn0002592	E(spl)m2-BFM	29	32	27	29	27	28	31	26	17	17	20	24
FBgn0002593	RpLP1	43965	47496	48072	33903	42905	47541	55983	33425	38195	44292	24841	37487
FBgn0002609	E(spl)m3-HLH	46	25	44	33	28	28	35	33	35	25	23	19
FBgn0002622	RpS3	24437	18559	25660	25566	22801	27083	24148	21169	20980	24462	20194	22163
FBgn0002626	RpL32	30173	25482.999	34707	25797	32951	33955	28897	22729.999	28541	31090	29041.999	31984
FBgn0002629	E(spl)m4-BFM	0	2	0	0	2	1	1	0	0	1	1	4
FBgn0002631	E(spl)m5-HLH	0	0	2	0	0	0	0	0	0	0	2	0
FBgn0002632	E(spl)m6-BFM	0	0	0	4	2	0	1	0	0	2	0	2
FBgn0002633	E(spl)m7-HLH	7	6	7	5	4	5	2	4	5	3	4	1
FBgn0002638	Rcc1	979	791	1162	934	1031	924.999	957	1006	929.001	1205	841	878.001
FBgn0002641	mal	410	257	304	371	289	359	353	259	247	383	279	229
FBgn0002643	mam	1766	1388	1746.999	1864	1502	1482	1969	1579	1505	1594	1267	1193
FBgn0002645	Map205	4060	3075	4169	3968	3759.001	4320	4447	3726	3834	4589	3479	3136
FBgn0002673	twe	891	955	1348	1172	1152	1342	930	1104	1075	1514	1269	1184
FBgn0002707	mei-9	113.794	103	138.844	86	85	123	126	132.864	103	101	101	71.739
FBgn0002709	mei-218	3456.186	3394	4117.719	3910.999	3783	4620	3455.064	3640	3578	4383.001	4101	4242
FBgn0002715	mei-S332	855.002	735	1164.001	969.004	1061	1100.001	912	897	898	1237	952	1047
FBgn0002716	mei-W68	21.381	29.256	50.612	27.644	58.13	42.519	29.658	45.874	41.111	45.961	35.64	40.339
FBgn0002719	Men	33661	23699.999	27308	49006	30004	36664.001	25824	18472	18591	25941	21647	27485
FBgn0002723	Met	953	680	887	1033	958	1020	994	787	861	908	757	814
FBgn0002732	E(spl)malpha-BFM	11	8	5	10	6	6	20	8	8	8	5	10
FBgn0002733	E(spl)mbeta-HLH	44	42	53	35	32	25	55	44	54	46	28	39
FBgn0002734	E(spl)mdelta-HLH	0	2	4	8	6	1	1	0	1	3	1	0
FBgn0002735	E(spl)mgamma-HLH	2	1	0	3	0	0	0	3	3	0	2	0
FBgn0002736	mago	424.946	360.981	371.902	413.915	363.529	480.219	480.455	392.092	397.603	465.107	469.584	367.953
FBgn0002772	Mlc1	51325	44101	55855	31408.999	30130	31371	63776	45847	52671	39128	34433	29456
FBgn0002773	Mlc2	130996	92781	144619	72937	69669	72930	147528	120160	132779	84827	72015	69043
FBgn0002774	mle	1023	748	1122	954	926	927	1085	1100	985	1023	808	787
FBgn0002775	msl-3	463	341	475	418	435	417	448	381	399	483	386	397
FBgn0002778	mnd	341	289	381	270	257	266	395	435	429	384	292	226
FBgn0002780	mod	1058	769	1219	1186	1280	1206	1200	1246	1153	1560	1250	1053
FBgn0002781	mod(mdg4)	2424.942	1802.997	2320.065	2292.392	1991.479	2242.081	2438.298	1804.361	1894.429	1771.066	1502.016	1686.098
FBgn0002783	mor	962	733	975	979	843	988	955	798	773	899	807	857
FBgn0002787	Rpn8	3216	2706.001	3646	3323	3332.001	3485	3089	2436	2586.999	2993	2535	3265
FBgn0002789	Mp20	10887	11917	13231	8537	9273	9176	10929	10622	10551	10781	9275	8823
FBgn0002791	mr	553	437	624	432	543	487	532	610	580	687	489	443
FBgn0002838	ms(3)K81	76	72	95	69	81	100	71	85	99	128	104	62
FBgn0002842	sa	268	303	401	269	299	363	276	326	340	477	365	285
FBgn0002855	Acp26Aa	16438	15844	22394	11433	11253	13083	15486	18766	18116	12990	11522	11615
FBgn0002856	Acp26Ab	2317	2618	3608	2117	2562	3665.999	2751	3437	3567.999	3656	3346	2358
FBgn0002862	Mst87F	6556	5735	10100	6823	9260	8531	7608	11266	10722	10823	7997	6808
FBgn0002863	Acp95EF	19842.755	22039.875	27173.742	7268.994	15788.646	21542.772	23806.049	29092.866	41636.47	27513.708	32105.902	19903.913
FBgn0002865	Mst98Ca	23412.267	22491.904	27710.451	20400.391	20904.351	22778.634	22351.668	25111.408	23996.305	29152.394	25623.845	20828.547
FBgn0002868	MtnA	24451	24638	23077	16566	21954	28250	21085	18939	22643	19440	21098	16916
FBgn0002869	MtnB	367	335	377	286	290	350	493.001	243	369	318	327	354
FBgn0002872	mu2	327	331	451	337	323	382	341	327	321	375	350	361
FBgn0002873	mud	3148.871	2784.702	3866.409	3280.486	3086.11	3609.461	3225.224	3150.59	3305.877	3705.47	2999.21	3330.387
FBgn0002878	mus101	259	191	268	270	254	279	252	243	262	273	216	213
FBgn0002887	mus201	490	441	601	466	419	502	598	635	562	558	439	501
FBgn0002891	PolZ1	245.646	198.306	263.147	321.487	294.335	383.156	273.649	279.144	305.316	445.134	322.557	319.447
FBgn0002899	mus301	91	70	87	69	77	76	130	103.009	88	101	69	78
FBgn0002901	mus304	224	223	313	223	291	322	249	281	272	383	304	291
FBgn0002905	PolQ	524.41	329.108	546.554	434.449	444.746	402.685	321.909	323.227	344.896	334.66	284.171	288.179
FBgn0002906	Blm	738	599	989	824	792	927	623	605	595	790	602	711
FBgn0002909	mus312	303.079	118.856	0	727.28	444.66	593.729	571.977	874.023	859.327	131.676	595.162	148.558
FBgn0002914	Myb	2252	1458.147	2368.004	2435	2180.532	2023.177	2038.013	2109	1715.249	2586	2173	2112.416
FBgn0002917	na	616	454	576	593	457	559	745	768	684	456	389	366
FBgn0002921	Atpalpha	63201	48142	56900.999	60912.998	46971.001	57019.999	74067	55516.999	53164.999	51474.999	43413.002	46946
FBgn0002922	nau	105.496	123.266	128.007	108.417	127.653	127.463	126.959	142.941	117.271	132.896	101.949	114.825
FBgn0002924	ncd	441.294	431.801	559.115	390.843	398.352	463.401	394.496	514.924	397.206	499.059	450.897	405.266
FBgn0002926	ndl	11	21	12	20	16	10	11	9	18	10	12	21
FBgn0002930	nec	5455	3317	4199	5914	4367	5139	5491	3466	3719	4705	4131	4085
FBgn0002931	net	310	266	351	456	340	508	375	279	281	459	395	453
FBgn0002932	neur	673.126	503.252	717.602	645.243	637.041	703.12	672.14	555.292	545.011	649.504	573.708	507.341
FBgn0002933	ng1	1	0	0	1	1	0	1	2	0	1	1	1
FBgn0002936	ninaA	440.767	286.257	444.867	453.319	432.538	551.133	502.723	534.922	525.12	419.774	276.12	247.926
FBgn0002937	ninaB	209	107	158	199	134	192	283	185	179	163	87	56
FBgn0002938	ninaC	7714	4583.999	6379	6950	4693	6162	10052	8876	7872	3842	2612	2313
FBgn0002939	ninaD	1897	1122	1780	1165	1353	1319	1767	1295	1568	1431	1210	1013
FBgn0002940	ninaE	102159	78260	100067	130784	103090	126284	122154	102181	100546	79057	58500	68014
FBgn0002941	slou	53	63	64	63	59	65	62	69	50	69	54	54
FBgn0002945	nkd	650	489	634	764	618	680	677	541	615	836	735	751
FBgn0002948	nod	52	42	73.037	78	54	71	68	64	49	75.023	44	48
FBgn0002962	nanos	74.981	81.774	86.205	56.026	85.82	96.508	96.833	104.273	99.968	89.309	76.789	93.551
FBgn0002973	numb	2312	1625	2326	2877.999	2616	3010	2479	2032	1983	3070	2583	2624.999
FBgn0002985	odd	648	359	493	539	447	540	498	319	321	527	474	428
FBgn0002989	okr	158.712	131.106	170.569	146.857	115.429	146.535	154.013	155.756	154.387	131.914	116.917	106.026
FBgn0003002	opa	51	40	39	61	51	60	66	34	46	35	20	44
FBgn0003008	or	280	281	307	286	266	292	322	357	328	261	278	279
FBgn0003009	ord	458	471	651	477	536	604	487	633	555	540	537	499
FBgn0003011	ort	44	28	45	64	32	54	59	56	44	16	17	13
FBgn0003015	osk	4	3	10	0	4	9	6	15	3	5	1	7
FBgn0003016	osp	1549	1249	1508.999	1864	1438	1517	1752	1281	1360.001	1606	1225	1307
FBgn0003023	otu	49	52	70	33	28	47	42	41	46	40	35	44
FBgn0003028	ovo	438	307	419	541.001	471	488.001	528	473	416	583.999	383	376
FBgn0003034	SP	12601	10763	13207	12711	16195	11433	12020	26111	16473	13789	6141	10426
FBgn0003041	pbl	532	547	684.999	619	543.999	630	706.001	635	609	783.001	671.999	563
FBgn0003042	Pc	340	247	322	296	285	305	394	348	316	275	222	251
FBgn0003044	Pcl	1088	927	1187	1169	1004	1118	1042	906	864	1054	910	1075
FBgn0003046	Pcp	23	15	35	9	11	3	36	23	22	21	37	32
FBgn0003048	pcx	1209	912	1320	1404	1322	1457	1280	1045	1065	1281	987	1088
FBgn0003053	peb	2455	1952	2506	3107	3079	2987	2520	1950	1941	2302	1768	1764
FBgn0003057	CG10598	0	0	0	0	0	0	0	1	1	1	0	0
FBgn0003060	CG9757	18	8	20	14	4	10	10	13	5	8	12	8
FBgn0003062	Fib	564	459	637	481	525	340	480	493	588	648	526	346
FBgn0003065	CG2150	11	5	5	11	14	23	11	7	11	24	39	34
FBgn0003067	Pepck1	5953.182	5108.758	5200.011	5660.756	4280.037	6456.07	4907.264	4746.399	3945.708	5492.33	5581.743	4656.064
FBgn0003068	per	385	319	376	402	353	269	358	263	305	280	212	238
FBgn0003071	Pfk	12441.999	7332	10718.001	9829	10592	10447	14250	10795.999	11224	13996	10828.001	8932.999
FBgn0003074	Pgi	26277	13658	20801	24083.999	22679	24583	26848	16699	18177	26453	20563	19228.001
FBgn0003076	Pgm1	9971	7308	10043	9291	8840	10462	9694	7852	8133	11997	10410	9027
FBgn0003079	Raf	486	313	468	501	459	514	483	459	408	402	330	384
FBgn0003082	phr	185.07	117.043	183.559	115.048	125.163	163.347	133.756	131	143	132	79	57.964
FBgn0003086	Pig1	0	0	0	3	1	3	2	0	3	1	3	2
FBgn0003087	pim	259	344	348	350	425	506	388	393	421	606	628	491
FBgn0003089	pip	43.999	49	46	20	33	30	37	45.014	48	53	33.021	43
FBgn0003090	pk	307	245.001	258	283	256	242	327	280	233	257	239.999	211
FBgn0003091	Pkc53E	1159	926	1270	1210	1034	1254	1500	1461	1381	1109.001	968	838
FBgn0003093	Pkc98E	3625	3049.999	3783	3568.001	3498.999	3993	4232	4210	3767	3983.001	3250	3080
FBgn0003114	plu	3	6	12	9	12	4	10	9	6	6	14	10
FBgn0003116	pn	470	343	497	290	343	391	452	454	472	441	352	247
FBgn0003117	pnr	87	55	63	109	60	74	71	44	61	84.999	49	67.999
FBgn0003118	pnt	604	417.999	525	638.999	587.001	658	602.999	466.999	450.001	645.001	556	491
FBgn0003124	polo	1761	1579	2295	1802	2151	2350	1647	1811	1870	2406	2118	1969
FBgn0003129	Poxm	146	107	138	151	133	99	140	159	111	190	124.654	117
FBgn0003130	Poxn	7	10	14	12	4	10	6	8	3	9	6	6
FBgn0003132	Pp1-13C	1428	1375	2004	1176	1507	1600	1445	1772	1754	1706	1573	1283
FBgn0003134	Pp1alpha-96A	8485.673	6553.031	8185.376	9046.242	7507.842	8724.192	7401.62	5661.06	5948.798	6948.641	5939.347	7193.202
FBgn0003137	Ppn	4265	2362	3070.001	5572	3472	4750	4044	2776	2951.001	4808	3963	3621
FBgn0003139	PpV	591	517	576.999	642	542	592.001	617	442	538	579	483	576
FBgn0003140	PpY-55A	600	574	732	544	644	672	612	799	707	749	554	609
FBgn0003141	pr	1310	1096	1475	1337	1252	1469	1280	1033	1026	1262	1192	1195
FBgn0003145	prd	753.981	785	891.988	582.996	565	683	657	726	732	640.96	573.935	750
FBgn0003149	Prm	43307	32633.001	42768.999	34821.999	32141.999	31220.999	50898	40910	38318	38420.001	30491	29359
FBgn0003159	CG2841	4843	3955.001	4936.999	4687	4232	5055	4589.001	3862	3975	5009	4186.001	4260.999
FBgn0003162	Pu	2094.001	1184	2027.001	2188	1716	1782.999	2463	1983	2038	1747	1537.999	1330
FBgn0003165	pum	3470.001	2829.001	3236.998	3429	2993	3326.999	4168	3747.001	3579.001	3230.999	2564	2196.001
FBgn0003169	put	1192	740	1053	1185.001	1081	1200	1290	986	975	1352	1140.001	993
FBgn0003174	pwn	93	69	75	104	82	85	88	62	74	77	62	68
FBgn0003175	px	2267.999	1704	2096	2693	2033.001	2338.999	2085	1772.999	1720	2085	1783	1843
FBgn0003187	qua	2165	1765	2811	2131.001	2374	2689	2122	2512.999	2437	2933	2385	2139
FBgn0003189	r	687	497	807	789	732	801	713	719	636	902	662	564
FBgn0003204	ras	1137.047	700.029	956.009	1187.011	945	972.067	1189.004	1045.001	1070.01	1045.004	848	884.064
FBgn0003205	Ras85D	1524	1035	1396	1405	1397	1406	1551	1336	1220	1333	1177	1170
FBgn0003206	Ras64B	1476	1203	1708	1570	1573	1529	1613	1538	1412	1768	1394	1529
FBgn0003209	raw	2304.999	1914.999	2165	2371	1957	2396	2494	2009.999	1871	3073.999	2676.001	2667.999
FBgn0003210	rb	1190	1009	1294	1425.001	1433	1413.001	1408	1223	1303	1512	1154	1267
FBgn0003218	rdgB	2894.001	2281.001	3272.999	3179.999	2893	3224.999	3326	3187.001	2950.001	2832.002	2364	2241
FBgn0003227	rec	17	16	25	9	10	17	24	34.917	34.508	30	23.499	7.275
FBgn0003231	ref(2)P	10621	7642	10037	9820.61	8752	10826	12289.811	10311.348	9940	12032	9420	8387
FBgn0003248	Rh2	241	113	206	227	233	217	384	280	309	147	174	95
FBgn0003249	Rh3	2353	1945	2246	2096	1849	2178	2454	2341	2324	1609	1295	1329
FBgn0003250	Rh4	2969	2388	2938	2992	2892	3454	4045	3934	3732	2622	2151	1912
FBgn0003254	rib	470	490	588	634	639	750	496	511	448	718	657	691
FBgn0003255	rk	56	48.998	73	68	48	67	66	61.689	51	61	33	36
FBgn0003256	rl	610.298	406.797	719.434	643.833	724.158	679.517	743.98	742.001	733.917	872.846	699.451	507.305
FBgn0003257	r-l	295.808	185.925	317.028	264.726	258.545	234.347	279.054	249.314	287.53	205.966	210.036	152.668
FBgn0003261	Rm62	10913.001	8207.001	11057	12201	12072.001	11996	10878.998	9722.001	9750.999	13417	10588	10118.001
FBgn0003267	ro	9	13	12	12	16	20	17	21	13	22	13	22
FBgn0003268	rod	219	194	258	208	213	240	228	238	255	254	226	236
FBgn0003270	amos	0	1	1	1	0	2	0	0	1	1	0	0
FBgn0003274	RpLP2	10341	7098	12033	9579	12072	9809	8450	9776	9649	10367	8110	6896
FBgn0003275	Polr2F	1257	1179	1602	1357	1359	1415	1175	1252	1202	1500	1287	1409
FBgn0003277	Polr2A	1749	1082	1549	1942	1600	1841	1810	1361	1352	1672	1322	1559
FBgn0003278	Polr1B	76	50	84	106	107	82	106	67	74	101	87	69
FBgn0003279	RpL4	33573	26318	37000	29772	32932	35622	30585	25308	29856	38789	33591	33797
FBgn0003285	rst	137	102	135	133	116	128	161	152	140	130	103	82
FBgn0003292	rt	75	49	57	54	48	59	83	58	80	54	48	43
FBgn0003295	ru	38	31	37	28	32	40	47	44	35	39	18	21
FBgn0003300	run	26	19	23	31	29	29	29	28	35	16	21	24
FBgn0003301	rut	1970	1473.006	1691.001	2416.996	1802.998	2017.001	2189.82	1742.646	1574	1761.838	1464.487	1596.001
FBgn0003302	rux	1252	1240	1652	1189	1309	1314	1277	1398	1335	1356	1210	1243
FBgn0003308	ry	438	286	408	434	405	447	429	362	353	552	439	374
FBgn0003310	S	1117	827	1065	1307	1147	1208	1165	956	912	1345	1116	1124
FBgn0003312	sad	20	12	23	11	23	21	28	14	24	31	7	22
FBgn0003313	sala	6	0	8.167	3.153	0	2.686	4.838	0	0	4.84	0	7.244
FBgn0003317	sax	860	727.001	924.999	896	862	883	1014.001	953	843.001	1069	864	827
FBgn0003319	Sb	11.033	14.545	17.081	19.307	5.267	15.995	10.309	17.251	11.632	17.5	18.96	10.007
FBgn0003321	sbr	1873	1545.999	2079.001	2093.999	1989	2230	2052.999	2263.001	2089	2571.999	2006	1854.001
FBgn0003326	sca	112	88.997	115.999	73	77	92.997	130.999	130	110	59	45.999	39
FBgn0003330	Sce	304	269	388	317	276	300	350	300	278	292	253	256
FBgn0003334	Scm	1542.014	1031.03	1351	1683	1498.382	1695	1764.332	1287	1342	1795.508	1273.372	1515.053
FBgn0003339	Scr	149	113	129	144	118	115	157	161	139	148	110	93
FBgn0003345	sd	2986	2482	3046.001	3095.999	2826	3063.999	3094.001	2473.999	2537.999	3011.999	2524.001	2597.999
FBgn0003346	RanGAP	851	721	1038.001	669	759.999	697.001	802.999	797	871	716	611	666.001
